"id","question","options_json","english_level","correct_index"
"201306","In the sentence, ""He brushed off her concerns about the budget,"" what does 'brushed off' mean?","[""wrote down"", ""deliberately ignored"", ""carefully considered"", ""happily accepted""]","3","1"
"201366","AIIMS is considered one of the __ medical institutes in India.","[""most costly"", ""most reputed"", ""most common"", ""most populated""]","3","1"
"201497","Which sentence is grammatically correct?","[""I just bought two new scooty yesterday."", ""My colony has too many scootieses."", ""These scooties need their tyres checked regularly."", ""All the scooty in the parking lot are new.""]","3","2"
"201499","Which sentence uses the word 'conversions' correctly?","[""The cook made several conversions to the biryani recipe."", ""Our new website design led to a 20% increase in sales conversions."", ""He made many conversions with his friends at the party."", ""The train has many conversions to reach Delhi.""]","3","1"
"201501","The real estate developer specialized in loft __ in old Mumbai mills.","[""conversions"", ""alterations"", ""convertings"", ""modifications""]","3","0"
"201546","Be careful on the slippery rocks near the __.","[""brooks"", ""waterfalls"", ""canals"", ""reservoirs""]","3","1"
"201581","In the phrase 'she steers the project', what does 'steers' most closely mean?","[""Approves and funds"", ""Manages and directs"", ""Finishes and submits"", ""Cancels and postpones""]","3","1"
"201696","In 'This suspenseful movie slowly builds tension', what does 'builds' mean?","[""Releases something suddenly"", ""Hides something completely"", ""Explains something logically"", ""Increases something gradually""]","3","3"
"202084","After living in Mumbai, she missed the lush __ of her village.","[""nature"", ""greenery"", ""plantation"", ""surroundings""]","3","1"
"202145","Which sentence uses the word 'moral' correctly?","[""The team's moral was low after losing the cricket match."", ""The leader had a moral duty to serve the public honestly."", ""It is not moral to do cheating in the college exam."", ""His actions were very moralful and kind.""]","3","1"
"202237","After months of hard work, she was __ to finally launch her startup.","[""pressurised"", ""tensed"", ""thrilled"", ""relieved""]","3","2"
"202268","Each story she told was like opening a __ of wisdom.","[""calculation"", ""parcel"", ""document"", ""treasure chest""]","3","3"
"202415","My phone was __ with messages after my birthday post.","[""flooded"", ""filled"", ""charged"", ""sent""]","3","0"
"202465","There's a noticeable __ in quality between these two phone brands.","[""gap"", ""difference"", ""variety"", ""dissimilarity""]","3","1"
"202470","We must settle our __ before the project deadline.","[""arguments"", ""fightings"", ""problems"", ""differences""]","3","3"
"202508","Anjali was __ right after her college internship ended.","[""resigned"", ""retired"", ""hired"", ""fired""]","3","2"
"202715","Which sentence uses 'upskilled' correctly?","[""He did an upskilled course to get a promotion."", ""The company upskilled its staff in data analysis."", ""Her upskilled was very impressive to the interviewer."", ""You must be upskilled of the new software.""]","3","1"
"202804","The pamphlet explains the recommended __ for different age groups.","[""measure"", ""dose"", ""quantity"", ""amount""]","3","1"
"202805","A small __ of sunlight every day is good for you.","[""bit"", ""dose"", ""piece"", ""ray""]","3","1"
"202837","Which sentence uses 'obviously' correctly?","[""They arrived obviously, so we started the meeting."", ""He is friend with obviously everyone."", ""She failed the exam; obviously, she hadn't studied enough."", ""The food was spicy for me obviously.""]","3","2"
"202962","Which sentence uses 'pretends' correctly?","[""My friend pretends many skills he does not have."", ""The child pretends that his toy car is a real one."", ""She pretends like she is not interested in the gossip."", ""He is pretending for a manager to get the job.""]","3","1"
"203139","After the server crash, the IT team __ the database from a backup.","[""deleted"", ""restored"", ""installed"", ""formatted""]","3","1"
"203223","What is the closest meaning of 'revisited' in, ""I revisited my old hobby of painting""?","[""To start doing something again after a long time"", ""To start something completely new"", ""To repair something that was broken"", ""To dislike something you once liked""]","3","0"
"203385","The factory was closed for polluting its __.","[""accounts"", ""employees"", ""surroundings"", ""products""]","3","2"
"203439","Building this metro line will __ a lot of time and money.","[""wish"", ""require"", ""ask"", ""demand""]","3","1"
"203499","Which sentence has the correct structure?","[""She was bubbling over with joy."", ""She was bubbled over by joy."", ""The happiness bubbled over from her."", ""She bubbled over joy.""]","3","0"
"203557","In the sentence, 'She loves theatre', what does 'theatre' refer to?","[""A large television screen"", ""A specific building"", ""Just watching movies"", ""The art of performing plays""]","3","3"
"203618","My manager is __ my performance report from this quarter.","[""guessing"", ""reviewing"", ""seeing"", ""arguing""]","3","1"
"203708","She built her startup into a __ competitor in the tech industry.","[""formidable"", ""growing"", ""big"", ""regular""]","3","0"
"203795","Which sentence uses the word 'verifies' correctly?","[""She verifies to the office by bus."", ""He is verifies the details on the form."", ""The manager verifies the weekly sales report."", ""Please verifies this for me.""]","3","2"
"203825","Some people believe that intense greed is the root of all __.","[""money"", ""evil"", ""problems"", ""success""]","3","1"
"203826","Which sentence uses 'evil' correctly?","[""The traffic was evil during my commute to work."", ""He is doing evil in his college exams."", ""I have an evil headache today from the heat."", ""The politician's intentions were truly evil.""]","3","3"
"203946","Which sentence uses 'displacement' correctly?","[""The flood caused the mass displacement of residents."", ""I had a delicious displacement for lunch."", ""My new phone has a great displacement."", ""The displacement of the party was very fun.""]","3","0"
"203977","The prank was intended to be __, but it really upset my cousin.","[""unharmful"", ""pleasant"", ""harmless"", ""damaging""]","3","2"
"204006","Which sentence uses the word 'showering' correctly?","[""Please shower the TV, it is covered in dust."", ""The boss was showering praises on the whole team."", ""He is showering his knowledge to everyone in the class."", ""I am showering my breakfast now before I get late.""]","3","1"
"204009","The news report warned of volcanic ash __ down on the nearby towns.","[""drizzling"", ""showering"", ""pouring"", ""dropping""]","3","1"
"204159","Before investing, I need to understand the __ of your business model.","[""profit"", ""location"", ""staff"", ""rationale""]","3","3"
"204216","Which sentence uses the word 'partial' correctly?","[""Please do a partial of this work now."", ""He is very partial with his friends."", ""Her nature is very partial."", ""The report is only partial; I will finish it by evening.""]","3","3"
"204549","Before launching in Mumbai, our company conducted market __.","[""action"", ""reconnaissance"", ""drama"", ""performance""]","3","1"
"204579","An ISRO scientist gave a lecture on the __ of the new launch vehicle.","[""budgeting"", ""aerodynamics"", ""publicity"", ""scheduling""]","3","1"
"204638","She was skeptical but her friends convinced her to try a __ session.","[""tarot"", ""saying"", ""telling"", ""talking""]","3","0"
"204730","Can we __ our discussion about the budget until we have all the figures?","[""initiate"", ""postpone"", ""summarise"", ""conclude""]","3","1"
"204757","Which sentence uses the word 'jargon' correctly?","[""He speaks a lot of jargons."", ""The legal document was filled with jargon."", ""She was jargon in her new dress."", ""The car has a powerful jargon.""]","3","1"
"204790","Which of the following people would most likely be called a 'terrorist'?","[""A person who gets into a fight in a bar."", ""A person who plants a bomb to scare the public."", ""A person who organizes a peaceful protest."", ""A person who robs a bank for money.""]","3","1"
"204818","There is a __ trend of students cheating in exams.","[""tensed"", ""disturbing"", ""hopeful"", ""positive""]","3","1"
"204820","Which sentence is grammatically correct and makes sense?","[""I found the silence very disturbing and loud."", ""His behaviour was disturbing the whole class."", ""The movie plot was too much disturbing for me."", ""She told me some disturbing news about her health.""]","3","3"
"204846","Which sentence uses the word 'recovery' correctly?","[""The patient's recovery from surgery was remarkable."", ""The car had a fast recovery on the highway."", ""Please do the recovery of my lost book."", ""Her recovery from the difficult exam was quick.""]","3","0"
"204848","In the context of a business, what does 'debt recovery' mean?","[""Calculating the total amount of debt"", ""Giving more loans to people"", ""Forgetting about the money owed"", ""The process of making debtors pay""]","3","3"
"204887","There is a huge __ gap between me and my grandparents.","[""society"", ""community"", ""relation"", ""generation""]","3","3"
"204889","Which sentence uses the word 'monument' correctly?","[""He showed me a monument of his new car."", ""Please do not make monument in the library."", ""I bought a small monument from the gift shop."", ""The Victoria Memorial is a stunning marble monument.""]","3","3"
"204892","The government is spending money to preserve the ancient __.","[""relic"", ""fossil"", ""monument"", ""antique""]","3","2"
"204893","This festival is celebrated by every __ in my family.","[""generation"", ""person"", ""member"", ""age""]","3","0"
"204966","One silly argument can __ a good friendship.","[""build"", ""test"", ""strengthen"", ""derail""]","3","3"
"205028","It is not enough to just __ the rules; you must also understand them.","[""judge"", ""by-heart"", ""memorize"", ""conclude""]","3","2"
"205030","She uses flashcards to help her __ new vocabulary for her IELTS test.","[""memorize"", ""pronounce"", ""invent"", ""translate""]","3","0"
"205056","The low sales figures __ that our marketing strategy needs a change.","[""proclaim"", ""imply"", ""announce"", ""declare""]","3","1"
"205089","This local artist is a true __; her talent is amazing.","[""talking point"", ""public figure"", ""hidden gem"", ""open secret""]","3","2"
"205120","Increased internet access has been a __ for startups in smaller towns.","[""creation"", ""outcome"", ""catalyst"", ""function""]","3","2"
"205448","A person who is 'dishonest' is likely to be...","[""unreliable and deceitful."", ""unfashionable and clumsy."", ""unintelligent and slow."", ""unpopular and reserved.""]","3","0"
"205537","Which sentence uses 'hypothesis' correctly?","[""The food's hypothesis was very spicy."", ""He drove his hypothesis to the office."", ""Her hypothesis was that more ads would increase sales."", ""Please hypothesis the door when you leave.""]","3","2"
"205675","Which sentence uses the word 'empire' correctly?","[""A. My father has a small garden empire."", ""D. He made an empire of mistakes."", ""C. The cricket team is a winning empire."", ""B. The IT company grew into a global empire.""]","3","3"
"205979","Which sentence uses 'talk' correctly?","[""Let's talk the problem with the manager."", ""I will talk you tomorrow about the project."", ""We need to talk about our team's performance."", ""He talk very fast when he is nervous.""]","3","2"
"206048","Which sentence uses 'marketplace' correctly?","[""My house is in the marketplace."", ""The app is a marketplace for freelance services."", ""We marketplace every Sunday for groceries."", ""She is a very marketplace person.""]","3","1"
"206107","As a new intern, I am trying my best to __ to the team.","[""relate"", ""adjust"", ""fit"", ""belong""]","3","3"
"206140","The farmer is harvesting his winter crop of __ and carrots.","[""radish"", ""brinjal"", ""watermelon"", ""mango""]","3","0"
"206255","A marriage expert will __ the couple facing problems.","[""demand"", ""counsel"", ""force"", ""arrange""]","3","1"
"206303","We used a __ masala paste because we were in a hurry to make dinner.","[""ready"", ""instant"", ""pre-made"", ""store-bought""]","3","3"
"206377","Which sentence uses 'sweetener' correctly?","[""We need to sweetener the plan."", ""My mother is sweetener than my father."", ""The shopkeeper offered a discount as a sweetener."", ""He is a very sweetener person.""]","3","2"
"206437","The recipe says to grate one inch of __ for the marinade.","[""ginger"", ""chilli"", ""cardamom"", ""turmeric""]","3","0"
"206470","We enjoyed the film, but it wasn't a typical __.","[""acting film"", ""movie of action"", ""action movie"", ""action picture""]","3","2"
"206651","When starting a new business, financial __ is very important.","[""prudence"", ""excitement"", ""adventure"", ""hesitation""]","3","0"
"206655","It is a matter of __ to have an emergency fund for your family.","[""luxury"", ""cleverness"", ""chance"", ""prudence""]","3","3"
"206657","What is the best definition for 'prudence' in a financial context?","[""The act of taking large risks for high returns"", ""The quality of being generous"", ""The state of being wealthy and famous"", ""The quality of being cautious with money management""]","3","3"
"206675","Vedic texts contain some of the earliest philosophical ideas about __.","[""cosmology"", ""sociology"", ""numerology"", ""graphology""]","3","0"
"206706","Starting a new business in this economy requires considerable __.","[""hesitation"", ""reluctance"", ""boldness"", ""timidity""]","3","2"
"206710","She had the __ to challenge the unfair college admission policy.","[""hesitation"", ""obligation"", ""compulsion"", ""boldness""]","3","3"
"206737","Which sentence uses 'scene' correctly?","[""The detective examined the crime scene for clues."", ""I have a good scene of the city from my balcony."", ""He does not like this vegetable's scene."", ""My new phone has a very nice scene.""]","3","0"
"206803","Which sentence uses 'supercomputing' correctly?","[""He is supercomputing his way to the top."", ""My new laptop has good supercomputing."", ""She made a supercomputing delicious biryani."", ""The project's data analysis requires supercomputing.""]","3","3"
"206857","Which sentence uses 'factual' correctly?","[""The documentary provided a factual account of the Kargil War."", ""The cake recipe was very factual and easy to follow."", ""He became very factual when he was angry."", ""Please factual this report before you submit it to the boss.""]","3","0"
"206887","Which sentence uses the word 'spinach' correctly?","[""I wore a new spinach to the party."", ""My car needs a new spinach to run faster."", ""He wrote a long spinach in his notebook."", ""Please add some chopped spinach to the omelette.""]","3","3"
"206946","He's always looking for a __ in his studies, which is not good.","[""method"", ""shortcut"", ""system"", ""procedure""]","3","1"
"207110","The artist felt immense __ upon completing his painting.","[""disturbance"", ""indifference"", ""gratification"", ""inconvenience""]","3","2"
"207113","Which sentence uses 'fermentation' correctly?","[""The car's fermentation was not working."", ""The fermentation of the milk turned it into curd."", ""She had a big fermentation with her friend."", ""I am doing fermentation of my project.""]","3","1"
"207247","Which sentence uses 'trousers' correctly?","[""I bought a new trouser yesterday."", ""She wore a beautiful trousers to the function."", ""The trousers is too tight for me."", ""This pair of trousers fits me perfectly.""]","3","3"
"207280","A single error in __ can lead to large fines for the company.","[""presenting"", ""accounting"", ""recruiting"", ""negotiating""]","3","1"
"207367","A scholarship is a type of financial __ for students.","[""aid"", ""problem"", ""loan"", ""debt""]","3","0"
"207370","The government announced a new __ scheme for girls.","[""transport"", ""scholarship"", ""housing"", ""employment""]","3","1"
"207429","Lack of __ is a big problem for students during online exams.","[""attachment"", ""linking"", ""network"", ""connectivity""]","3","3"
"207579","Which sentence uses 'underdog' correctly?","[""He was the underdog of his failure."", ""The small political party was the clear underdog in the election."", ""She felt very underdog after the long journey."", ""Please underdog the importance of this task.""]","3","1"
"207638","""So, we're all meeting at the metro station?"" ""__, sounds like a plan.""","[""Indeed"", ""Yup"", ""Hence"", ""Thus""]","3","1"
"207639","What is the register or style of the word 'yup'?","[""technical"", ""formal"", ""archaic"", ""informal""]","3","3"
"207760","Which sentence uses 'iterate' correctly?","[""Don't iterate me while I am trying to work."", ""She iterated her name three times for him."", ""Please iterate the main points of your presentation."", ""We need to iterate our process to reduce delivery time.""]","3","3"
"207817","The manager's __ reply showed that he was very busy.","[""polite"", ""abrupt"", ""detailed"", ""lengthy""]","3","1"
"207819","Don't be so __ with your elders; always try to be polite.","[""talkative"", ""respectful"", ""abrupt"", ""gentle""]","3","2"
"207878","Which sentence uses 'unproductive' correctly?","[""He is an unproductive boy for this team."", ""My effort was unproductive to win the match."", ""Arguing about cricket teams with my uncle is always unproductive."", ""The food became unproductive after sitting out all day.""]","3","2"
"208000","Which sentence uses 'nudge' correctly in a professional context?","[""I will nudge with the manager about this topic."", ""We are giving a big nudge for our project."", ""A polite email should be a good nudge for the finance team."", ""He wantedly nudged his colleague.""]","3","2"
"208030","The movie was a __ romance, perfect for a relaxed evening.","[""tragic"", ""lighthearted"", ""complicated"", ""dramatic""]","3","1"
"208118","The film depicted the __ of the historical villain with chilling detail.","[""cruelty"", ""ambition"", ""leadership"", ""bravery""]","3","0"
"208418","Which sentence uses 'melancholic' correctly?","[""He had a melancholic look after hearing the sad news."", ""I am feeling very melancholic for my friend's wedding party."", ""She is a melancholic worker who always finishes tasks on time."", ""This biryani tastes too melancholic for me.""]","3","0"
"208540","The government is considering a nationwide __ on certain harmful pesticides.","[""scheme"", ""order"", ""ban"", ""allowance""]","3","2"
"208568","Which sentence uses 'competition' correctly?","[""They made a competition between the two ideas."", ""She is going to competition in the race."", ""He is a tough competition for the job."", ""The two companies have a healthy competition.""]","3","3"
"208569","In a business context, 'competition' refers to the...","[""collaboration between different departments."", ""struggle between companies for customers."", ""process of hiring new employees."", ""annual company-wide party.""]","3","1"
"208630","What does 'practise' mean in 'You should practise what you preach'?","[""To prepare for a performance"", ""To repeat an action to get better at it"", ""To work as a doctor or lawyer"", ""To carry out or apply a belief in your own life""]","3","3"
"208658","Which sentence uses ""moderation"" correctly?","[""We need to buy a moderation of vegetables."", ""I am doing my homework with moderation."", ""She spoke with moderation, avoiding extreme opinions."", ""His moderation for the cricket match was very high.""]","3","2"
"208688","Which sentence uses 'potent' correctly?","[""The spices gave the biryani a potent aroma."", ""He is a potent candidate for the manager job."", ""The building has a lot of potent for extension."", ""She potent to be a great artist one day.""]","3","0"
"208689","The new government scheme is a __ weapon against poverty.","[""flimsy"", ""potent"", ""imaginary"", ""provisional""]","3","1"
"208747","To get the tea stain out, __ the shirt in cold water.","[""rinse"", ""dip"", ""wash"", ""soak""]","3","3"
"208755","The baker lets the raisins __ in juice to make them plump.","[""boil"", ""roast"", ""fry"", ""soak""]","3","3"
"208794","The society meeting ended in a noisy __ about the water supply.","[""confrontation"", ""consensus"", ""deliberation"", ""resolution""]","3","0"
"208869","As the saying goes, 'A friend in need is a friend indeed'. What is 'a saying'?","[""A formal announcement"", ""A command given by a person"", ""A well-known and wise statement"", ""A casual remark""]","3","2"
"208928","My doctor advised me to cut down on __ to improve my health.","[""green vegetables"", ""fast food"", ""daily walks"", ""drinking water""]","3","1"
"208989","The __ of new UPI features has made digital payments even easier.","[""stoppage"", ""decline"", ""introduction"", ""cessation""]","3","2"
"209038","What is the meaning of 'regenerate' in ""The project will regenerate the waterfront""?","[""To take a photograph of the area."", ""To only fix a small, broken part."", ""To build something for the first time."", ""To improve and bring new life to the area.""]","3","3"
"209118","Which sentence uses 'regulation' correctly?","[""You must regulation your speed on this highway."", ""The new office regulation requires everyone to wear ID cards."", ""The food was very regulation and tasty."", ""She has a regulation of waking up early.""]","3","1"
"209121","The government introduced a new __ on single-use plastics.","[""system"", ""regulation"", ""updation"", ""notice""]","3","1"
"209259","Despite the danger, the reporter made a __ attempt to uncover the truth.","[""brave"", ""risky"", ""chancy"", ""heroic""]","3","3"
"209498","Which sentence uses the word 'truck' correctly?","[""The delivery truck arrived with our packages."", ""I will truck to the market for vegetables."", ""He is a good truck at cricket."", ""My new shoes are very truck.""]","3","0"
"209738","Which sentence uses 'affair' correctly?","[""He is doing an affair in the office."", ""The movie was a sad affair from beginning to end."", ""Please give me the affair of what happened."", ""My daily affair is to wake up and go to work.""]","3","1"
"209771","The recipe for this pitha requires __ for its authentic taste.","[""syrup"", ""honey"", ""glucose"", ""molasses""]","3","3"
"209828","Which sentence uses 'bomb' correctly in a slang context?","[""His new play was a bomb and closed after one week."", ""He gave me a bomb of flowers for my birthday."", ""The party was a total bomb, we had a great time."", ""The car has a bomb engine.""]","3","0"
"209889","For my frizzy hair, the parlour aunty suggested a keratin __.","[""gel"", ""lotion"", ""serum"", ""paste""]","3","2"
"209890","In a medical context, an anti-venom 'serum' is a type of __.","[""liquid with antibodies"", ""nutritional drink"", ""healing cream"", ""painkiller pill""]","3","0"
"210190","When a very thin person is compared to a 'scarecrow', it refers to their...","[""habit of standing still."", ""colourful style of dressing."", ""angular and bony appearance."", ""strong and muscular body.""]","3","2"
"210301","Some people believe the 'chalta hai' attitude harms the national work __.","[""morale"", ""ethic"", ""nature"", ""temper""]","3","1"
"210448","Scrolling through social media for hours is my biggest __.","[""professional skill"", ""source of income"", ""guilty pleasure"", ""important duty""]","3","2"
"210533","Which sentence uses ""first"" correctly?","[""He came to the party firstly."", ""He first came to the party."", ""He did first come to the party."", ""He was the firstest to come to the party.""]","3","1"
"210759","Finding a parking spot near the market was a real __.","[""bonus"", ""chance"", ""miracle"", ""luck""]","3","0"
"210850","The choreographer arranged the dancers on stage with deliberate __.","[""error"", ""haste"", ""symmetry"", ""volume""]","3","2"
"210950","The nervous witness began to __ under the lawyer's questioning.","[""stutter"", ""object"", ""deviate"", ""mumble""]","3","0"
"211002","The cricket captain's optimistic __ inspired the whole team.","[""order"", ""disposition"", ""direction"", ""command""]","3","1"
"211025","Which sentence uses 'entertainment' correctly?","[""The movie was full of entertainments."", ""I need an entertainment to watch this evening."", ""My cousin is doing his entertainment in the city."", ""The wedding had music and dance for entertainment.""]","3","3"
"211177","Which sentence uses the word 'wrap' correctly?","[""She will wrap me a call later."", ""Please wrap the glass items carefully before packing."", ""I am going to wrap to the market now."", ""He wrap his books in brown paper.""]","3","1"
"211207","The sudden power cut during the online exam was quite __.","[""relaxing"", ""unnerving"", ""enjoying"", ""motivating""]","3","1"
"211240","The word 'jugaad' is a unique __ item in Indian English.","[""lexical"", ""phonetical"", ""structural"", ""syntactical""]","3","0"
"211241","To improve your fluency, you need more than just __ knowledge.","[""visual"", ""factual"", ""lexical"", ""textual""]","3","2"
"211298","Which of the following sentences uses 'compare' correctly?","[""Why are you comparing about them?"", ""He likes to compare between his two cars."", ""She will compare her marks with her friend's."", ""Let's do a compare of these two models.""]","3","2"
"211330","A 'tell-tale' sign is one that...","[""is written on a signpost."", ""announces something loudly."", ""indicates or reveals something secret."", ""is very common.""]","3","2"
"211417","The new manager's constant monitoring feels very __ to the team.","[""encouraging"", ""intrusive"", ""overseeing"", ""supportive""]","3","1"
"211420","Pop-up ads on websites are designed to be __ and grab your attention.","[""intrusive"", ""informative"", ""subtle"", ""helpful""]","3","0"
"211460","Our society's security team is __ for any suspicious activity.","[""getting away"", ""standing by"", ""on the lookout"", ""taking over""]","3","2"
"211540","'To draw someone in' is to...","[""mislead them with lies"", ""capture their attention"", ""criticize them openly"", ""give them a sketch""]","3","1"
"211627","The power cut happened right during the __ rush hour.","[""mid-day"", ""night-time"", ""afternoon"", ""evening""]","3","3"
"211717","During the monsoon, a __ crawled into our house from the garden.","[""cow"", ""peacock"", ""deer"", ""scorpion""]","3","3"
"211721","Before sleeping on the floor, always check your bedding for a __.","[""scorpion"", ""lizard"", ""moth"", ""cockroach""]","3","0"
"211777","The woollen sweater started to __ my skin after a while.","[""rub"", ""poke"", ""tickle"", ""pinch""]","3","2"
"211807","My colleague offered some __ feedback on my presentation.","[""unvaluable"", ""unsolicited"", ""un-needed"", ""unasked""]","3","1"
"211811","It's annoying to receive so many __ marketing emails.","[""unsolicited"", ""uncapable"", ""unuseful"", ""unwilling""]","3","0"
"211839","A 'transformative' change is one that is __.","[""gradual and slow"", ""sudden but temporary"", ""profound and life-altering"", ""minor and insignificant""]","3","2"
"211957","Don't try to __ the issue by bringing up irrelevant facts from the past.","[""highlight"", ""clarify"", ""simplify"", ""obscure""]","3","3"
"212021","Many e-commerce companies in India have cash-on-delivery __.","[""staff rosters"", ""business models"", ""customer complaints"", ""office policies""]","3","1"
"212079","We need a clever solution for this __ problem at the office.","[""pending"", ""sticky"", ""major"", ""difficult""]","3","1"
"212291","Our NGO will __ a new programme to provide skills to village women.","[""arrange"", ""undertake"", ""fund"", ""promote""]","3","1"
"212321","The new marketing plan was meant to increase profits. __, profits have actually dropped.","[""Consequently"", ""Namely"", ""Conversely"", ""Henceforth""]","3","2"
"212380","What is another way to say someone is becoming less truthful?","[""They are becoming more dishonest."", ""They are becoming more open."", ""They are becoming more confused."", ""They are becoming more popular.""]","3","0"
"212408","Which sentence uses the word 'radishes' correctly?","[""He radishes to go to the market every day."", ""I need a kilo of radishes for the curry."", ""The food was too radishes for my taste."", ""She is wearing a radishes coloured dress.""]","3","1"
"212471","My father's army batch has __ every five years.","[""separations"", ""postings"", ""reunions"", ""promotions""]","3","2"
"212827","Which sentence uses the word ""MNCs"" correctly?","[""The policies of these MNCs affect the local economy."", ""I bought this laptop from an MNCs."", ""My brother is an MNCs."", ""She is working in a MNCs since two years.""]","3","0"
"213128","Which sentence uses the word 'postponed' correctly?","[""I postponed the movie because I have already seen it."", ""The event was postponed due to heavy rains."", ""Please postponed this courier to my home."", ""He postponed the work and did it earlier.""]","3","1"
"213131","The board exams were postponed. This means they were __.","[""rescheduled for a later date"", ""held on the same date"", ""made easier"", ""cancelled completely""]","3","0"
"213149","The doctor advised me to keep my body well-__ during the fever.","[""fed"", ""active"", ""rested"", ""hydrated""]","3","3"
"213189","Your friend asks if you want to go to a movie. You aren't sure. What's the best reply?","[""Maybe, let me check my schedule and tell you."", ""Absolutely not, I am busy."", ""Afterwards, I will decide."", ""Definitely, I will be there.""]","3","0"
"213400","This folk music has been preserved by __ of artists in Rajasthan.","[""troupes"", ""batches"", ""flocks"", ""generations""]","3","3"
"213459","After the floods in Kerala, the city's __ took months.","[""destructions"", ""populations"", ""recoveries"", ""announcements""]","3","2"
"213548","Which sentence uses 'markets' correctly?","[""She markets her way through the crowd."", ""The stock markets the economy's health."", ""He markets his products very well."", ""We went to the busy markets for Diwali shopping.""]","3","3"
"213578","Which sentence uses the word ""monuments"" correctly?","[""We had to climb several monuments to reach the temple."", ""The city is famous for its ancient monuments and palaces."", ""My friend gave me some great monuments on my project."", ""Please do not make monuments in the quiet library.""]","3","1"
"213608","Which sentence uses 'more disturbing' correctly?","[""I was more disturbing by the constant traffic noise."", ""The reason for the cancellation was more disturbing to me."", ""He is a very more disturbing person to talk to."", ""The silence from my friend was more disturbing than his anger.""]","3","3"
"213610","If a social trend is becoming 'more disturbing', it means it is getting __.","[""increasingly worrying"", ""less important"", ""highly profitable"", ""increasingly popular""]","3","0"
"213611","The politician's excuse was somehow __ than the lie itself.","[""more disturbing"", ""more sensible"", ""more enjoying"", ""more convincing""]","3","0"
"213788","Which sentence uses 'catalysts' correctly?","[""The manager's new ideas were catalysts for improving team performance."", ""The meeting was very catalysts."", ""Please catalyst this report for me by tomorrow."", ""We used many catalysts to build the new office.""]","3","0"
"213847","In chemistry, we learned about acids and their alkaline __.","[""equivalents"", ""divisions"", ""relatives"", ""attachments""]","3","0"
"214060","What does 'devotees' mean in 'The political leader was surrounded by his devotees'?","[""family members"", ""security guards"", ""zealous supporters"", ""political rivals""]","3","2"
"214117","The new e-commerce company bought a fleet of delivery __.","[""trucks"", ""vessels"", ""carriages"", ""automobiles""]","3","0"
"214165","Constant power cuts are making our office __.","[""more costly"", ""more unproductive"", ""more challenging"", ""more modern""]","3","1"
"214307","The health-conscious canteen now offers meals made with __.","[""refined sugars"", ""whole grains"", ""unhealthy fats"", ""artificial sweeteners""]","3","1"
"214324","Her blog helps travellers find the __ in otherwise ordinary towns.","[""best hotels"", ""main roads"", ""bus schedules"", ""hidden gems""]","3","3"
"214420","While the film had a good story, it relied too heavily on __.","[""sceneries"", ""jump scares"", ""dramatic acting"", ""song and dance""]","3","1"
"214450","In a business context, what does 'empires' often refer to?","[""A group of senior company managers."", ""The main office buildings of a company."", ""A list of products sold by one brand."", ""A large and powerful group of commercial companies.""]","3","3"
"214778","Which sentence uses the word 'proclaimed' correctly?","[""He proclaimed about his new car to his friends."", ""The society chairman proclaimed the new parking rules."", ""They proclaimed if the metro was running late."", ""She proclaimed me a secret yesterday.""]","3","1"
"214780","In which situation would you 'proclaim' something?","[""When making an important official announcement."", ""When thinking about your plans for the weekend."", ""When telling a close friend a secret."", ""When asking for directions on the street.""]","3","0"
"214841","The rising petrol prices __ the monthly budget over the limit.","[""placed"", ""threw"", ""stopped"", ""nudged""]","3","3"
"214899","Someone who is being ""more cautious"" is acting in a __ way.","[""more spontaneous"", ""more ignorant"", ""more watchful"", ""more daring""]","3","2"
"214900","With the weak economy, Priya is __ about changing her job.","[""more cautious"", ""more eager"", ""more decisive"", ""more indifferent""]","3","0"
"214988","Which sentence uses 'cosmologies' correctly?","[""He fixed the cosmologies in my car engine."", ""The chef prepared several new cosmologies for the party."", ""My friend has strange cosmologies about politics."", ""Ancient Indian texts explore diverse cosmologies of the universe.""]","3","3"
"215021","He is avoiding all types of sugars and __ for a month.","[""tastemakers"", ""sweeteners"", ""seasonings"", ""condiments""]","3","1"
"215053","In which sentence is `maximized` used correctly?","[""The story was maximized with new characters."", ""He maximized the length of the movie by adding scenes."", ""She maximized her efforts to pass the tough UPSC exam."", ""Please maximize up the volume on the speakers.""]","3","2"
"215108","Which sentence uses 'more abrupt' correctly?","[""The driver did a more abrupt stop."", ""The meeting's end was more abrupt than we thought."", ""He is being more abrupt with his talking."", ""Her leaving was more abrupt from the party.""]","3","1"
"215183","If someone 'gravitates towards quiet people', what does it mean?","[""They dislike being around quiet people."", ""They make other people quiet."", ""They are forced to be with quiet people."", ""They are naturally attracted to the company of quiet people.""]","3","3"
"215186","During family functions, the children always __ to their fun uncle.","[""disperse"", ""gravitate"", ""avoid"", ""divert""]","3","1"
"215227","Which sentence uses 'pesky' correctly?","[""He is a pesky boy; he is always doing his homework."", ""The new metro line is very pesky for commuters."", ""This software update is quite pesky; it keeps interrupting me."", ""She gave me a pesky gift for my birthday.""]","3","2"
"215348","Which sentence uses the word ""buddies"" correctly?","[""I need to buy some buddies from the grocery store."", ""My father and his old buddies meet for chai every Sunday."", ""Please submit your buddies for the project by tomorrow."", ""The two companies are business buddies in the market.""]","3","1"
